mesh2,x,y,elevation,land.area,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
543646,136.8125,36.375,894.392,102702437,80.83,84.085,25.5982738,8962.72882,251.48,-76.93,328.41,47.83,95.785,181.605,-21.365,2819.109,308.952,142.442,24.32964206,1168.681,674.349,960.933,1054.912
543647,136.9375,36.375,892.832,102847240,81.64,87.65,26.32560394,9039.91426,257.22,-75.58,332.8,47.5975,95.9875,183.395,-21.2025,2634.593,297.05,132.694,24.84677837,1107.712,640.322,908.23,1008.672
543653,136.4375,36.45833333,5.244444444,37862847,139.7555556,74.36666667,25.12614473,8008.493684,299.2444444,3.311111111,295.9333333,107.2111111,151.3722222,230.5277778,49.65,2302.555556,277.2066667,133.6866667,26.68694039,1016.608889,561.5866667,753.5177778,847.0288889
543654,136.5625,36.45833333,66.194,99086674,134.85,79.4275,25.97052528,8200.232037,298.18,-7.54,305.72,101.5775,147.505,227.5775,42.185,2487.516,309.404,144.16,26.36746541,1081.996,610.425,819.525,907.958
543655,136.6875,36.45833333,403.534,102533560,112.11,81.725,26.37507346,8559.140081,272.6,-37.25,309.85,72.9775,125.6675,208.4675,14.9125,2971.575,354.047,157.781,26.26113651,1277.017,713.494,971.023,1140.676
543656,136.8125,36.45833333,534.983,101879652,103.02,84.70916667,26.60107207,8706.569008,268.25,-50.13,318.38,59.615,117.27,200.8975,3.94,2887.782,330.66,143.028,25.89686176,1222.704,685.12,949.442,1109.661
543657,136.9375,36.45833333,596.341,102116905,99.64,86.18166667,26.5131324,8803.552287,270.13,-54.86,324.99,36.9,114.16,198.5,-0.605,2720.062,319.401,129.826,26.69712406,1160.677,646.874,902.224,1073.816
543663,136.4375,36.54166667,3.5,362312,139,71.91666667,24.62899543,7905.387499,295,3,292,107.25,149.25,228.5,50,2288.2,280.1,131.7,26.47578021,1005.8,559.8,758.3,834.1
543664,136.5625,36.54166667,14.69375,76172411,140.725,72.79583333,24.57568313,8053.789352,298.9875,2.775,296.2125,107.565625,152.346875,231.996875,50.096875,2348.1375,277.48125,136.27,25.04251619,1012.8225,579.6,793.93625,840.585
543665,136.6875,36.54166667,107.601,102011341,134.47,78.91416667,25.60506876,8388.324767,298.88,-9.12,308,99.2175,146.8975,229.195,39.5375,2573.863,327.055,144.056,27.03551803,1118.79,624.205,854.414,946.349
543666,136.8125,36.54166667,288.325,103065389,117.31,84.44416667,26.74266243,8612.649936,281.76,-33.92,315.68,82.955,128.7525,214.3425,19.4475,2701.84,330.479,135.423,28.96207619,1188.839,629.512,890.519,1018.964
543667,136.9375,36.54166667,221.658,101336281,122.19,86.62916667,26.96865956,8646.329959,292.35,-28.81,321.16,85.3875,123.3325,219.3775,23.895,2600.554,309.617,125.48,27.26145026,1125.498,623.347,872.762,1009.048
543674,136.5625,36.625,5.058333333,16077435,140,70.625,24.29403344,7963.950625,295.4583333,4.75,290.7083333,108.1666667,150.4479167,230.3958333,50.61458333,2345.216667,275.5583333,131.1541667,25.70971648,1018.75,571.6416667,793.85,846.8875
543675,136.6875,36.625,28.52424242,93398748,136.7676768,77.07407407,25.59737436,8163.085875,297.5353535,-3.414141414,300.9494949,102.9444444,148.5,229.2222222,44.81313131,2330.741414,265.0030303,132.4767677,24.27089103,993.3050505,574.2333333,801.9525253,824.7383838
543676,136.8125,36.625,110.361,102635704,127.49,84.79416667,26.99794629,8441.609491,294.34,-19.73,314.07,91.7675,138.0625,222.69,31.7975,2286.118,263.093,128.125,24.36703535,969.07,563.789,793.193,795.934
543677,136.9375,36.625,55.27,100297318,130.64,84.945,26.78444395,8532.150501,300.51,-16.63,317.14,95.7325,118.6675,226.615,33.6475,2244.848,254.174,118.017,24.81756965,951.606,547.115,794.592,805.32
543700,137.0625,36.04166667,1120.506,104164441,66.64,109.0216667,30.27619136,9202.099421,250.62,-109.42,360.04,170.2925,-24.3625,170.7425,-37.57,2696.824,402.759,121.998,42.96270819,1356.187,537.488,1356.022,567.479
543701,137.1875,36.04166667,1066.367,103967194,74.65,102.875,28.96292735,9239.252045,251.65,-103.44,355.09,179.1175,-20.215,179.1175,-29.8325,2316.678,363.567,95.971,51.31703585,1263.75,415.344,1263.75,437.028
543702,137.3125,36.04166667,979.096,103187103,80.91,105.9033333,29.47073938,9215.014435,263.72,-95.55,359.27,184.735,-16.675,184.735,-23.4675,1993.21,309.594,82.42,49.13393899,1074.831,366.943,1074.831,377.908
543703,137.4375,36.04166667,1177.198,101271855,68.84,108.8633333,30.00234469,9153.160258,255.18,-107.6,362.78,171.825,-25.245,171.825,-35.1,2038.976,316.53,93.654,42.74870939,1031.3,416.773,1031.3,429.221
543704,137.5625,36.04166667,1583.616,103649745,47.17,107.73,29.92622113,9142.276193,232.28,-127.58,359.86,146.67,-45.5725,149.8325,-57.0125,2318.399,354.144,103.954,43.35879895,1168.766,462.45,1167.761,469.709
543705,137.6875,36.04166667,1571.096,104226318,51.82,106.0908333,30.00643544,9019.366518,232.29,-121.2,353.49,152.2375,-39.5925,152.8475,-51.0625,2330.729,347.759,93.278,44.72865005,1181.493,432.172,1181.262,446.469
543706,137.8125,36.04166667,1440.604,104052945,61.64,99.1075,28.24351035,8977.870907,238.16,-112.72,350.88,162.6775,-30.1875,162.6775,-40.145,2076.923,305.245,74.877,47.54330826,1081.598,363.064,1081.598,384.762
543707,137.9375,36.04166667,1006.086,104140961,88.12,103.8575,29.71097958,8950.247772,267.32,-82.24,349.56,185.9575,-4.3775,188.765,-13.1375,1458.063,231.557,32.329,55.53901522,791.81,207.738,791.054,229.455
543710,137.0625,36.125,1082.509,103941398,68.48,105.7825,29.39939786,9312.554932,253.45,-106.33,359.78,167.115,-16.1325,174.0475,-36.735,2350.509,355.888,128.991,37.41249151,1124.113,544.421,1117.376,564.344
543711,137.1875,36.125,795.009,103130313,87.92,105.1325,29.4572359,9241.258921,271.86,-85.03,356.89,184.22,-6.14,192.63,-16.36,1975.524,311.571,98.961,43.00206311,992.558,434.284,986.908,442.421
543712,137.3125,36.125,783.154,103027162,92.75,106.2691667,29.7905398,9155.39728,279.06,-77.65,356.71,196.1425,-6.39,196.1425,-10.6475,1769.091,268.069,77.057,44.40013849,908.328,350.645,908.328,353.61
543713,137.4375,36.125,1329.508,104080480,64.18,100.4716667,28.33824351,9131.428548,246.37,-108.05,354.42,165.9625,-30.7825,167.0625,-39.3775,2066.433,326.364,99.866,41.71348647,1027.782,434.004,1027.432,444.86
543714,137.5625,36.125,2084.683,104072643,21.72,92.17583333,26.33517581,9246.075766,196.06,-153.89,349.95,124.22,-71.0825,125.5375,-83.9875,2698.166,456.751,121.622,48.41334859,1410.776,524.438,1410.213,541.915
543715,137.6875,36.125,1404.811,101015088,61.02,108.4966667,30.04463046,8983.55618,248.01,-113.07,361.08,160.9525,-30.8125,161.77,-41.2275,2290.132,357.394,93.244,45.74395145,1173.239,429.083,1172.966,446.964
543716,137.8125,36.125,1328.367,103705077,69.66,100.2491667,28.39474969,8981.642988,244.4,-108.67,353.07,164.07,-22.96,170.95,-31.86,1860.665,299.136,64.944,50.16622378,982.132,325.638,977.547,345.151
543717,137.9375,36.125,750.508,102772231,103.9,107.7658333,30.53335684,8938.715394,287.33,-65.6,352.93,199.2575,11.2775,204.5825,3.1475,1308.639,200.219,26.686,53.85387871,702.134,188.499,698.873,214.19
543720,137.0625,36.20833333,1017.004,101162007,73.14,97.47916666,27.9186198,9255.604054,254.62,-94.43,349.05,153.42,30.4025,178.1025,-31.565,2280.725,321.294,141.543,30.00018761,1015.354,602.963,992.975,631.779
543721,137.1875,36.20833333,718.075,102326023,92.4,100.7391667,28.80810121,9192.625333,275.66,-73.98,349.64,191.715,15.255,196.47,-11.42,1991.605,287.39,119.378,33.64363644,917.665,507.352,914.61,517.057
543722,137.3125,36.20833333,822.397,103033728,87.86,101.8791667,29.05405708,9127.115001,274.12,-76.4,350.52,185.79,-3.285,190.98,-15.275,1798.807,263.87,95.463,37.17070835,856.841,417.029,855.644,426.24
543723,137.4375,36.20833333,1214.284,103649267,68.58,97.58416667,28.06956012,9089.77953,249.18,-98.34,347.52,168.0375,-24.01,170.9525,-34.5775,1996.55,304.141,95.729,40.16413057,975.906,427.165,975.388,446.435
543724,137.5625,36.20833333,1592.218,103402381,48.62,97.2975,27.4951191,9120.734002,231.86,-121.99,353.85,150.9175,-45.5275,150.9175,-55.4825,2349.001,364.613,116.085,39.94964972,1151.72,507.506,1151.72,518.009
543725,137.6875,36.20833333,1756.712,103966917,39.14,98.85916667,27.74568491,9182.414741,222.74,-133.45,356.19,142.0525,-54.035,142.2675,-65.6875,2500.219,397.741,111.377,44.08650148,1266.163,497.345,1266.109,508.827
543726,137.8125,36.20833333,1067.331,102077228,82.73,104.2016667,29.14800331,8957.372365,263.88,-93.59,357.47,173.5775,-9.965,183.6375,-18.5425,1741.941,278.041,60.288,48.21522227,903.9,307.082,896.515,330.246
543727,137.9375,36.20833333,625.955,100563073,111.21,111.48,31.13066078,8977.518462,299.3,-58.82,358.12,200.97,17.9475,212.135,9.985,1124.458,166.335,20.177,50.52257234,579.41,163.561,572.615,195.957
543730,137.0625,36.29166667,897.788,103017738,77.51,92.11333333,26.9150574,9203.94738,260.47,-81.73,342.2,119.6125,68.605,181.615,-26.8025,2323.168,281.704,144.021,23.30391686,976.691,616.458,946.374,748.694
543731,137.1875,36.29166667,861.552,102935046,82.29,96.47666667,28.07306779,9203.700628,265.75,-77.82,343.57,147.94,57.0375,186.2925,-21.9725,2005.792,265.881,129.544,27.64478363,874.324,538.086,860.376,594.99
543732,137.3125,36.29166667,807.907,102500107,88.22,96.695,28.27453999,9109.865567,266.2,-75.69,341.89,188.105,24.39,191.015,-14.9125,1895.582,252.096,121.203,28.82219362,843.468,498.277,843.211,514.863
543733,137.4375,36.29166667,1049.733,102345451,75.07,96.43333333,27.90529908,8998.60924,260.31,-85.28,345.59,174.3025,-4.705,176.5725,-27.0525,2007.859,285.196,121.958,31.53951015,912.01,511.763,911.599,527.356
543734,137.5625,36.29166667,1765.088,103698623,37.51,93.63833333,26.71662265,9186.110176,222.95,-127.47,350.42,138.275,-60.01,140.35,-67.595,2428.562,349.349,141.792,32.2394092,1117.663,595.147,1117.011,598.798
543735,137.6875,36.29166667,2172.971,102516998,15.14,91.70916667,26.17182072,9317.008008,196.06,-154.34,350.4,119.4125,-82.105,119.4125,-91.815,2549.387,381.729,125.693,39.12659644,1244.491,550.856,1244.491,557.712
543736,137.8125,36.29166667,1175.959,103695307,76.1,97.79916667,27.75207721,9072.815173,250.94,-101.41,352.35,174.5225,-17.4525,178.3275,-26.4575,1746.846,267.116,68.181,45.90121807,900.914,322.489,899.062,345.105
543737,137.9375,36.29166667,648.176,100103615,105.59,113.3225,31.51357509,9110.651752,295.43,-64.16,359.59,199.165,11.265,207.995,2.7425,1082.204,166.112,25.748,48.75681316,551.925,167.507,548.356,193.694
543740,137.0625,36.375,1154.092,103728687,64.7,86.4525,26.0642483,9179.024734,238.31,-93.3,331.61,80.63,63.8275,168.3875,-39.535,2691.766,315.709,158.245,22.74088983,1121.437,694.41,1047.236,917.923
543741,137.1875,36.375,850.248,102276799,82.26,93.15583333,27.33431893,9163.537293,263.7,-77.04,340.74,86.125,89.205,185.715,-21.6125,2271.11,256.921,133.28,21.75378278,941.286,589.346,869.706,792.166
543742,137.3125,36.375,913.397,102983459,80.89,92.55333333,27.13334593,9080.419259,259.51,-81.52,341.03,156.3525,61.51,183.3075,-22.0975,2100.176,260.192,132.345,22.72613811,875.921,566.625,867.782,648.446
543743,137.4375,36.375,1356.777,103763407,56.96,90.13666667,26.60038498,9038.876599,236.4,-102.48,338.88,141.0475,14.4025,158.955,-45.7125,2194.949,318.271,138.645,28.81021207,956.896,587.078,949.343,631.728
543744,137.5625,36.375,2208.17,103776274,10.72,88.22333333,25.31033033,9409.430644,193.7,-154.91,348.61,112.615,-77.655,115.9075,-97.155,2547.371,362.19,149.677,30.31243096,1148.002,647.021,1146.321,659.844
543745,137.6875,36.375,2144.874,103789777,15.6,89.07333333,25.24324688,9449.054038,196.74,-156.07,352.81,121.2825,-85.38,121.2825,-92.9125,2463.494,346.107,127.882,36.74404334,1189.61,555.835,1189.61,560.986
543746,137.8125,36.375,1066.992,100814703,80.08,98.49583333,27.82098272,9198.375373,258.79,-95.19,353.98,182.19,-14.5025,183.6975,-23.93,1678.312,253.267,70.704,45.32623596,869.243,317.73,869.1,343.326
543747,137.9375,36.375,653.684,99198291,101.55,112.5508333,31.37230307,9235.431539,292.42,-66.33,358.75,201.9575,6.31,205.2275,-3.0175,1030.43,161.173,23.615,50.84730568,536.022,158.52,535.741,172.495
543750,137.0625,36.45833333,780.934,103215080,89.27,85.07666667,25.95756621,8882.20322,260.85,-66.84,327.69,82.0525,104.305,189.175,-11.855,2653.087,295.468,131.795,24.59334611,1116.532,644.231,937.208,995.632
543751,137.1875,36.45833333,756.578,102521344,89.58,85.3975,25.95194938,8950.327289,259.4,-69.61,329.01,87.6775,104.2575,190.5425,-12.0725,2508.503,273.021,131.473,22.86409172,1048.85,628.01,911.525,909.006
543752,137.3125,36.45833333,928.158,103320236,81.19,90.32916667,26.82706484,9019.228044,259.98,-76.71,336.69,117.375,58.8025,182.83,-21.29,2427.664,308.456,140.354,24.68799207,1019.372,622.097,978.534,765.379
543753,137.4375,36.45833333,1442.154,98451225,53.03,87.57416667,25.92035641,9056.5509,230.19,-107.6,337.79,142.945,7.6725,154.9325,-50.2,2519.032,392.695,148.082,32.68770372,1121.348,623.498,1118.112,700.214
543754,137.5625,36.45833333,2211.396,103614816,10.64,85.75333333,24.41688759,9481.131469,190.83,-160.28,351.11,116.145,-59.8425,116.6925,-98.0575,2609.236,430.353,139.314,38.53703724,1245.686,616.726,1245.676,646.587
543755,137.6875,36.45833333,1930.05,101316365,26.96,91.03583333,25.36499686,9562.123078,211.73,-147.12,358.85,134.155,-66.365,134.155,-82.6325,2344.57,383.371,122.288,42.29290235,1183.674,531.051,1183.674,540.93
543756,137.8125,36.45833333,1015.916,99743250,80.25,97.85166666,27.82130201,9249.167536,259.06,-92.61,351.67,182.285,-14.2475,184.2525,-24.775,1634.472,250.302,76.111,43.60115652,837.383,325.349,837.126,354.217
543757,137.9375,36.45833333,711.017,101686411,95.84,109.8058333,30.6877762,9293.81633,285.93,-71.88,357.81,192.88,0.42,200.1475,-9.6225,1060.976,159.754,26.508,48.21591173,547.808,178.967,546.77,190.483
543760,137.0625,36.54166667,416.138,102360525,109.79,86.08666667,26.90269778,8708.276966,276.73,-43.24,319.97,76.72,117.2,207.835,10.7825,2664.533,300.461,129.676,25.45036803,1133.645,644.876,925.874,994.396
543761,137.1875,36.54166667,291.203,100860092,117.58,89.53916667,27.68700563,8683.612548,289.14,-34.18,323.32,113.875,112.48,215.4625,18.9675,2522.706,282.306,135.016,22.31467807,1043.808,640.185,899.105,923.979
543762,137.3125,36.54166667,584.187,102796941,101.57,88.325,27.15410952,8809.482667,269.75,-55.56,325.31,136.9175,57.4975,200.99,1.675,2555.695,302.458,152.72,21.5702226,1047.817,670.281,1015.568,797.143
543763,137.4375,36.54166667,1075.512,101380841,75.44,86.40083333,25.63025479,8976.657053,250.03,-87.17,337.2,153.715,30.0775,176.5075,-26.7725,2788.639,421.106,162.725,32.14232837,1250.461,681.546,1226.193,771.839
543764,137.5625,36.54166667,1820.786,103432499,32.3,90.08583333,25.36521486,9472.507103,219.19,-136.09,355.28,137.21,-18.44,138.39,-76.0775,2806.056,532.358,141.651,48.59373116,1432.215,616.773,1431.685,668.098
543765,137.6875,36.54166667,1907.238,100442563,25.02,90.31583334,25.17013285,9629.223418,210.45,-148.29,358.74,132.8675,-36.975,132.8675,-85.4225,2438.472,442.193,126.712,47.18511779,1262.091,545.846,1262.091,573.06
543766,137.8125,36.54166667,1043.449,99305914,74.66,97.75083333,27.81363365,9282.620551,256.67,-94.8,351.47,179.0525,-13.8375,179.0525,-31.03,1706.929,268.64,90.379,41.17401575,858.706,380.173,858.706,396.374
543767,137.9375,36.54166667,750.852,102417799,91.43,105.6083333,29.82904281,9295.417903,277.53,-76.51,354.04,194.8675,-3.86,195.99,-14.055,1153.405,168.788,47.383,43.54904565,584.344,226.786,584.284,242.912
543770,137.0625,36.625,120.633,100298507,126.18,87.21583333,27.26183571,8556.406409,297.61,-22.29,319.9,104.4725,112.1475,222.7125,29.0775,2266.651,254.52,118.121,24.84312003,961.629,547.94,830.426,801.811
543771,137.1875,36.625,48.288,97216399,130.36,88.92583333,27.63743407,8583.300983,304.77,-16.96,321.73,138.3925,118.55,227.2675,33.0375,2221.192,245.749,128.247,21.61131691,917.341,565.199,845.824,764.017
543772,137.3125,36.625,160.937,98685215,123.13,90.40166667,27.78050085,8637.546428,298.77,-26.63,325.4,136.9925,90.59,220.64,25.2025,2436.57,262.178,147.156,18.82940685,972.878,641.428,924.835,804.035
543773,137.4375,36.625,655.186,102172047,96.86,87.0075,26.50044254,8790.916869,269.26,-59.12,328.38,148.0075,51.955,195.88,-3.1625,2865.263,374.664,170.581,24.22210928,1198.8,732.972,1164.847,866.8
543774,137.5625,36.625,1613.454,103394973,46.76,85.7525,24.56070956,9372.738203,227.95,-121.32,349.27,124.2675,-0.98,151.9975,-60.335,2944.557,494.125,164.322,39.16487403,1387.341,688.834,1362.935,779.045
543775,137.6875,36.625,1803.975,103429023,32.59,88.90583333,25.06264145,9560.711341,214.86,-139.82,354.68,119.565,-5.9525,139.52,-77.0525,2728.737,452.113,153.567,38.67989877,1292.17,644.624,1284.518,733.814
543776,137.8125,36.625,1356.98,100845203,56.16,89.1825,25.50939215,9463.224069,232.18,-117.53,349.71,162.355,10.08,162.8075,-51.6925,2058.47,310.301,119.913,34.91776597,971.497,504.571,971.471,549.929
543777,137.9375,36.625,773.477,103457678,88.03,102.4866667,29.09903566,9350.878546,273.69,-78.49,352.18,193.21,18.8925,193.21,-18.28,1373.559,198.659,70.238,36.53342069,662.322,314.885,662.322,348.907
543800,138.0625,36.04166667,873.603,90620523,97.93,102.6366667,29.34122901,9007.536465,277.57,-72.22,349.79,198.99,4.8425,198.99,-4.23,1305.598,201.204,29.603,54.97839873,711.053,187.637,711.053,206.601
543801,138.1875,36.04166667,1096.274,103802694,82.72,103.7708333,29.44986663,8993.827183,264.22,-88.12,352.34,183.5725,-9.8625,183.5725,-19.5725,1344.962,200.782,42.989,46.6617438,689.087,236.993,689.087,248.822
543802,138.3125,36.04166667,1775.602,103997065,44.97,97.6025,27.88293708,9067.247433,223.38,-126.51,349.89,146.245,-46.8975,146.245,-59.0225,1534.943,230.186,50.654,48.1430806,812.238,268.058,812.238,275.243
543803,138.4375,36.04166667,1380.653,103233057,64.69,101.7075,28.85746688,8991.095035,236.23,-115.91,352.14,165.405,-27.08,165.405,-37.9625,1477.26,221.319,45.336,49.14964811,782.414,242.679,782.414,253.462
543804,138.5625,36.04166667,1266.644,103959874,71.07,109.4566667,30.50155737,8965.756232,251.29,-107.47,358.76,171.265,-20.6175,171.265,-31.1375,1418.338,214.406,45.3,51.82745809,776.513,232.397,776.513,240.543
543805,138.6875,36.04166667,1240.717,102853275,71.05,104.4133333,29.86012117,8841.468366,242.1,-107.59,349.69,170.115,-20.2075,170.115,-29.49,1368.737,219.692,40.402,56.94875987,778.467,209.338,778.467,221.685
543806,138.8125,36.04166667,1011.63,104081797,83.08,104.1491667,30.36890676,8660.621145,250.9,-91.95,342.85,180.36,-7.3275,180.36,-14.94,1274.488,215.438,27.968,63.14547224,753.942,157.619,753.942,181.993
543807,138.9375,36.04166667,527.405,103383259,108.51,110.5016667,32.32869082,8450.532114,280.8,-60.95,341.75,203.5475,19.8525,203.5475,13.265,1178.331,211.131,16.843,68.47836327,716.245,123.062,716.245,142.828
543810,138.0625,36.125,1226.259,104032164,77.18,100.0833333,28.68345804,9030.724087,254,-94.74,348.74,178.3575,-22.09,178.3575,-25.2975,1329.594,213.667,33.575,54.86739029,733.044,201.563,733.044,204.224
543811,138.1875,36.125,1475.898,103704786,59.71,97.44666666,28.502424,9043.098217,231.59,-110.22,341.81,160.5225,-35.1675,160.5225,-43.925,1388.648,215.697,46.959,50.36869641,744.612,242.851,744.612,246.77
543812,138.3125,36.125,1654.505,103971761,49.92,97.84833333,27.81764846,9244.758965,224.01,-127.76,351.77,153.2925,-43.4975,153.2925,-56.0125,1437.616,228.475,43.236,53.53461238,797.556,238.092,797.556,251.941
543813,138.4375,36.125,1046.53,102979672,81.49,108.4016667,30.35970198,9024.411573,258.89,-98.16,357.05,182.7,-11.2375,182.7,-21.0725,1220.43,189.365,34.881,49.55634653,643.892,197.473,643.892,218.934
543814,138.5625,36.125,1157.847,103965998,75.24,107.43,30.4317293,8965.054076,251.1,-101.82,352.92,175.685,-16.6025,175.685,-26.7775,1222.399,189.792,36.322,55.10572447,687.11,185.937,687.11,201.044
543815,138.6875,36.125,903.144,104026512,89.18,107.3716667,31.00693863,8725.527857,261.55,-84.74,346.29,187.12,-1.2775,187.12,-9.6925,1142.926,194.559,27.483,62.22440216,668.936,151.057,668.936,165.818
543816,138.8125,36.125,927.94,103910702,86.11,105.6108333,31.10237463,8648.2258,255.97,-83.35,339.32,183.2925,-3.79,183.2925,-11.705,1215.711,215.355,20.838,70.32788547,758.706,130.764,758.706,142.048
543817,138.9375,36.125,663.303,102245143,100.72,106.3683333,31.87507792,8447.914912,266.88,-66.69,333.57,195.745,12.405,195.745,5.4425,1224.758,223.584,13.863,75.28138408,785.35,110.474,785.35,116.772
543820,138.0625,36.20833333,1269.792,103912812,75.26,104.4908333,29.25612417,9103.852363,257.66,-99.31,356.97,177.145,-26.7775,177.145,-27.98,1282.968,210.212,28.904,56.17149515,718.157,187.307,718.157,187.808
543821,138.1875,36.20833333,1260.651,103939538,69.47,102.3275,28.84375558,9060.379581,248.54,-106.2,354.74,170.7125,-30.82,170.7125,-34.0225,1323.422,215.309,40.297,55.33383419,746.731,208.288,746.731,209.112
543822,138.3125,36.20833333,1009.469,103904523,83.86,107.9291667,30.40105017,9057.020206,262.79,-92.18,354.97,185.42,-9.9,185.42,-19.185,1141.392,192.401,31.865,56.56806226,643.23,169.139,643.23,181.369
543823,138.4375,36.20833333,805.191,100865415,94.7,111.4433333,31.30759717,9000.645234,274.59,-81.33,355.92,195.6975,2.065,195.6975,-7.45,960.835,158.927,24.041,56.88950524,534.235,129.819,534.235,146.696
543824,138.5625,36.20833333,965.819,103638855,84.59,111.2883333,31.44651549,8924.735208,264.59,-89.25,353.84,184.84,-6.975,184.84,-16.74,1096.982,178.266,21.082,63.78480464,659.018,135.11,659.018,144.007
543825,138.6875,36.20833333,712.392,103501876,97.57,105.9433333,31.16106576,8584.019483,268.7,-71.25,339.95,194.395,9.2325,194.395,0.525,1143.223,194.812,16.012,69.30531927,708.864,118.269,708.864,128.18
543826,138.8125,36.20833333,451.975,101848020,114.65,106.8475,32.14772419,8392.415134,281.36,-50.95,332.31,209.1125,27.3625,209.1125,20.03,1161.296,212.302,13.735,73.3312818,731.236,101.684,731.236,117.279
543827,138.9375,36.20833333,374.052,103479340,120.65,105.0558333,32.01364748,8278.280898,284.85,-43.27,328.12,213.9025,34.1075,213.9025,27.5675,1165.645,216.245,13.2,75.67758567,744.806,93.737,744.806,112.536
543830,138.0625,36.29166667,1145.689,103710006,78.5,106.7716667,30.023491,9217.408332,258.61,-96.96,355.57,181.9775,-16.6075,181.9775,-25.78,1203.22,197.106,21.512,58.02003352,679.534,160.039,679.534,171.437
543831,138.1875,36.29166667,875.154,103508178,91.77,106.9483333,30.15808259,9017.499683,271.14,-83.44,354.58,192.9275,-1.55,192.9275,-10.525,1131.875,184.493,29.578,52.86851315,611.816,170.304,611.816,185.194
543832,138.3125,36.29166667,708.987,102372117,99.79,111.4541667,31.10378957,8990.295953,284.33,-73.99,358.32,200.5,7.0775,200.5,-2.4075,943.597,151.183,22.039,57.15834888,526.989,124.951,526.989,143.706
543833,138.4375,36.29166667,712.563,100966267,99.46,113.0575,31.43186462,8946.081184,284.34,-75.35,359.69,199.715,7.2325,199.715,-2.1725,914.177,147.897,19.297,59.40283263,518.118,111.551,518.118,128.941
543834,138.5625,36.29166667,946.202,103363874,84.49,110.9225,31.40362833,8827.687487,264.51,-88.65,353.16,183.62,-5.9725,183.62,-15.7825,1157.465,193.776,16.61,70.03197194,727.335,117.661,727.335,131.114
543835,138.6875,36.29166667,742.945,103673653,95.87,104.695,30.9521226,8520.691509,265.59,-72.63,338.22,192.0675,8.44,192.0675,-0.62,1265.588,219.888,13.535,76.80430424,832.3,102.804,832.3,121.005
543836,138.8125,36.29166667,308.246,101439813,122.41,106.4233333,31.94794848,8332.684918,292.18,-40.92,333.1,216.3225,36.345,216.3225,28.365,1219.298,220.555,13.2,75.2947281,781.803,96.317,781.803,115.378
543837,138.9375,36.29166667,167.658,99798798,131.39,106.6091667,32.3322422,8260.654683,301.55,-28.18,329.73,224.5125,45.63,224.5125,38.315,1124.814,204.56,13.2,71.6069489,700.128,103.48,700.128,110.644
543840,138.0625,36.375,932.456,103663046,87.06,109.1433333,30.4794097,9289.276335,272.91,-85.07,357.98,191.42,-8.835,191.65,-18.02,1097.896,176.474,15.872,57.40939347,608.759,141.343,608.757,157.883
543841,138.1875,36.375,569.127,100711339,107.83,111.3683333,30.92699994,9078.563364,295.46,-64.62,360.08,208.78,13.8675,209.685,4.905,958.934,153.968,19.209,54.66761091,515.103,130.005,514.928,148.65
543842,138.3125,36.375,646.087,99980109,105.64,110.7941667,30.84708743,8978.886707,294.08,-65.05,359.13,206.39,12.625,206.39,3.9275,892.511,140.397,20.978,56.59974403,493.113,120.008,493.113,133.143
543843,138.4375,36.375,1254.164,103558266,69.77,102.1025,29.39249148,8884.689816,249.38,-97.68,347.06,169.2225,-20.635,169.2225,-31.69,1104.657,181.746,24.932,60.56044966,643.168,139.375,643.168,153.115
543844,138.5625,36.375,1299.582,103753027,63.36,98.92583334,29.23024601,8793.279699,233.89,-104.43,338.32,161.9825,-25.235,161.9825,-37.12,1404.314,237.93,24.715,68.60121803,875.854,157.626,875.854,168.032
543845,138.6875,36.375,896.546,103543649,87.31,100.7191667,30.11189719,8503.387,255.07,-79.33,334.4,183.195,0.7625,183.195,-9.205,1470.572,260.203,18.967,76.30974072,967.593,133.534,967.593,150.789
543846,138.8125,36.375,423.261,103252181,115.27,104.0616667,31.69219217,8264.372651,281.9,-46.39,328.29,208.37,30.5925,208.37,21.67,1449.074,266.262,14.967,77.31065058,952.775,117.348,952.775,138.237
543847,138.9375,36.375,206.141,100035073,130.07,104.475,31.79064998,8209.793809,298.61,-29.99,328.6,222.51,45.4625,222.51,37.31,1305.42,234.879,13.259,74.80469859,838.312,114.096,838.312,123.146
543850,138.0625,36.45833333,863.477,103377099,88.87,105.4941667,29.61642388,9335.761239,272.71,-83.34,356.05,191.69,-7.49,193.9075,-16.9025,1052.666,167.707,16.711,55.64039306,573.685,144.506,573.418,157.04
543851,138.1875,36.45833333,683.388,98416221,100.22,108.2375,29.79970064,9187.012888,287.35,-75.76,363.11,197.45,5.37,203.2025,-4.0675,981.105,156.386,27.088,52.63431264,524.392,148.24,523.588,165.045
543852,138.3125,36.45833333,1005.295,103669723,82,103.6066667,29.11284681,9029.615018,265.51,-90.36,355.87,182.98,-10.17,182.98,-21.105,1033.487,168.943,32.659,51.75813968,555.582,172.577,555.582,180.47
543853,138.4375,36.45833333,1458.907,102889485,57.06,95.4075,27.98346209,8959.101389,229.19,-111.38,340.57,157.085,-33.355,157.085,-45.7775,1344.408,209.991,35.415,54.42183141,746.566,196.093,746.566,215.079
