"species","japanese.name","family","order","mesh2","latitude","longitude","Category","pre-1949","1950-1959","1960-1969","1970-1979","1980-1989","1990-1999","2000-2009","2010-","unknown"
"sp83","JP83","family83","order83",533654,35.79166667,136.5625,"nat.",,,,,1,,,,1
"sp83","JP83","family83","order83",533656,35.79166667,136.8125,"nat.",,,,,,,,1,
"sp83","JP83","family83","order83",533660,35.875,136.0625,"nat.",,,,,1,,,,
"sp83","JP83","family83","order83",533661,35.875,136.1875,"nat.",,,,,1,,,,
"sp83","JP83","family83","order83",533662,35.875,136.3125,"nat.",,,,,3,,,,
"sp83","JP83","family83","order83",533664,35.875,136.5625,"nat.",,,,,1,,,,
"sp83","JP83","family83","order83",533670,35.95833333,136.0625,"nat.",,,,,2,,,,1
"sp83","JP83","family83","order83",533671,35.95833333,136.1875,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",533672,35.95833333,136.3125,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",533674,35.95833333,136.5625,"nat.",,,,2,,,,,1
"sp83","JP83","family83","order83",533675,35.95833333,136.6875,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",533711,35.45833333,137.1875,"nat.",,,,,,,,1,
"sp83","JP83","family83","order83",533712,35.45833333,137.3125,"nat.",,,,,,,,1,
"sp83","JP83","family83","order83",533714,35.45833333,137.5625,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",533721,35.54166667,137.1875,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",533770,35.95833333,137.0625,"nat.",,,,,,,1,,
"sp83","JP83","family83","order83",533801,35.375,138.1875,"nat.",,,,1,,,,,
"sp83","JP83","family83","order83",533807,35.375,138.9375,"nat.",,,,,,1,,,
"sp83","JP83","family83","order83",533900,35.375,139.0625,"nat.",,,,,,,1,,
"sp83","JP83","family83","order83",533901,35.375,139.1875,"nat.",,,,,,1,2,,1
"sp83","JP83","family83","order83",533907,35.375,139.9375,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",533921,35.54166667,139.1875,"nat.",,,,1,,,,,
"sp83","JP83","family83","order83",533951,35.79166667,139.1875,"nat.",,,,,1,,,,
"sp83","JP83","family83","order83",534022,35.54166667,140.3125,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",534023,35.54166667,140.4375,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",534032,35.625,140.3125,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",534042,35.70833333,140.3125,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",534043,35.70833333,140.4375,"nat.",,,,,,,,,2
"sp83","JP83","family83","order83",534044,35.70833333,140.5625,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",534053,35.79166667,140.4375,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",543217,36.125,132.9375,"nat.",,,,,,,,2,
"sp83","JP83","family83","order83",543300,36.04166667,133.0625,"nat.",,,,,,,,1,
"sp83","JP83","family83","order83",543322,36.20833333,133.3125,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",543331,36.29166667,133.1875,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",543332,36.29166667,133.3125,"nat.",,,,,,,,,2
"sp83","JP83","family83","order83",543602,36.04166667,136.3125,"nat.",,,,,1,,,,2
"sp83","JP83","family83","order83",543603,36.04166667,136.4375,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",543604,36.04166667,136.5625,"nat.",,,,,1,,,,2
"sp83","JP83","family83","order83",543612,36.125,136.3125,"nat.",,,,,3,,,,
"sp83","JP83","family83","order83",543613,36.125,136.4375,"nat.",,,,,2,,,,
"sp83","JP83","family83","order83",543622,36.20833333,136.3125,"nat.",,,,,1,,,,1
"sp83","JP83","family83","order83",543623,36.20833333,136.4375,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",543624,36.20833333,136.5625,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",543632,36.29166667,136.3125,"nat.",,,,,,,,,2
"sp83","JP83","family83","order83",543633,36.29166667,136.4375,"nat.",,,,,,1,1,,2
"sp83","JP83","family83","order83",543634,36.29166667,136.5625,"nat.",,,,,,,,,2
"sp83","JP83","family83","order83",543646,36.375,136.8125,"nat.",,,,,1,,,,
"sp83","JP83","family83","order83",543656,36.45833333,136.8125,"nat.",,,,,1,,,,
"sp83","JP83","family83","order83",543657,36.45833333,136.9375,"nat.",,,,,,2,,,
"sp83","JP83","family83","order83",543665,36.54166667,136.6875,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",543667,36.54166667,136.9375,"nat.",,,,,1,,,,1
"sp83","JP83","family83","order83",543676,36.625,136.8125,"nat.",,,,,1,,,,
"sp83","JP83","family83","order83",543743,36.375,137.4375,"nat.",,,,,,,1,,
"sp83","JP83","family83","order83",543751,36.45833333,137.1875,"nat.",,,,,1,,,,
"sp83","JP83","family83","order83",543753,36.45833333,137.4375,"nat.",,,,,3,,,,
"sp83","JP83","family83","order83",543761,36.54166667,137.1875,"nat.",,,,,9,,,,2
"sp83","JP83","family83","order83",543762,36.54166667,137.3125,"nat.",,,,,1,1,,,2
"sp83","JP83","family83","order83",543763,36.54166667,137.4375,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",543772,36.625,137.3125,"nat.",,,,1,1,,,,
"sp83","JP83","family83","order83",543773,36.625,137.4375,"nat.",,,,1,,1,,,
"sp83","JP83","family83","order83",543774,36.625,137.5625,"nat.",,,,,3,,,,
"sp83","JP83","family83","order83",543843,36.375,138.4375,"nat.",,,,,,,,8,
"sp83","JP83","family83","order83",543844,36.375,138.5625,"nat.",,,,,,,,5,
"sp83","JP83","family83","order83",543873,36.625,138.4375,"nat.",,,,,,,,4,
"sp83","JP83","family83","order83",553606,36.70833333,136.8125,"nat.",,,,1,2,,,,1
"sp83","JP83","family83","order83",553616,36.79166667,136.8125,"nat.",,,,,,,,,2
"sp83","JP83","family83","order83",553617,36.79166667,136.9375,"nat.",,,,,,,,,2
"sp83","JP83","family83","order83",553627,36.875,136.9375,"nat.",,,,1,3,,,,
"sp83","JP83","family83","order83",553636,36.95833333,136.8125,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",553637,36.95833333,136.9375,"nat.",,,,1,7,2,1,,1
"sp83","JP83","family83","order83",553646,37.04166667,136.8125,"nat.",,,,1,,,,,
"sp83","JP83","family83","order83",553647,37.04166667,136.9375,"nat.",,,,,,,,,3
"sp83","JP83","family83","order83",553667,37.20833333,136.9375,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",553700,36.70833333,137.0625,"nat.",,,,1,3,,,,1
"sp83","JP83","family83","order83",553705,36.70833333,137.6875,"nat.",,,1,,1,,,,
"sp83","JP83","family83","order83",553710,36.79166667,137.0625,"nat.",,,,1,,,,,
"sp83","JP83","family83","order83",553730,36.95833333,137.0625,"nat.",,,,,1,,,,
"sp83","JP83","family83","order83",553734,36.95833333,137.5625,"nat.",,,,,1,,,,
"sp83","JP83","family83","order83",553746,37.04166667,137.8125,"nat.",,,,,,,1,,1
"sp83","JP83","family83","order83",553770,37.29166667,137.0625,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",553771,37.29166667,137.1875,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",553811,36.79166667,138.1875,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",553855,37.125,138.6875,"nat.",,1,,,,,,,
"sp83","JP83","family83","order83",563710,37.45833333,137.0625,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",563711,37.45833333,137.1875,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",563952,37.79166667,139.3125,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",573937,38.29166667,139.9375,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",574030,38.29166667,140.0625,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",583946,39.04166667,139.8125,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",583947,39.04166667,139.9375,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",584001,38.70833333,140.1875,"nat.",,,,,,,,,1
"sp83","JP83","family83","order83",584002,38.70833333,140.3125,"nat.",,,,,2,,,,1
"sp84","JP84","family84","order84",362336,24.29166667,123.8125,"nat.",,,,1,,,2,,5
"sp84","JP84","family84","order84",362337,24.29166667,123.9375,"nat.",,,,1,,,,,
"sp84","JP84","family84","order84",362441,24.375,124.1875,"nat.",,,,1,,,,,
"sp84","JP84","family84","order84",362451,24.45833333,124.1875,"nat.",,,,,,,,,1
"sp84","JP84","family84","order84",362452,24.45833333,124.3125,"nat.",,,,,,,,,1
"sp84","JP84","family84","order84",392756,26.45833333,127.8125,"nat.",,,,,,,,,1
"sp84","JP84","family84","order84",392757,26.45833333,127.9375,"nat.",,,,,,,,,3
"sp84","JP84","family84","order84",392871,26.625,128.1875,"nat.",,,,,,1,,,
"sp84","JP84","family84","order84",402801,26.70833333,128.1875,"nat.",,,,4,,,9,,14
"sp84","JP84","family84","order84",402811,26.79166667,128.1875,"nat.",,,,2,,2,,,
"sp84","JP84","family84","order84",402812,26.79166667,128.3125,"nat.",,,,,1,3,2,,1
"sp84","JP84","family84","order84",412847,27.70833333,128.9375,"nat.",,,,,1,,,,
"sp84","JP84","family84","order84",412857,27.79166667,128.9375,"nat.",,,,,,,1,,
"sp84","JP84","family84","order84",422921,28.20833333,129.1875,"nat.",,,,,1,,,,
"sp84","JP84","family84","order84",422932,28.29166667,129.3125,"nat.",,,5,1,,,2,,2
"sp84","JP84","family84","order84",422933,28.29166667,129.4375,"nat.",,,,,,,,,2
"sp84","JP84","family84","order84",422934,28.29166667,129.5625,"nat.",,,,,,,,,2
"sp84","JP84","family84","order84",422942,28.375,129.3125,"nat.",,,1,,,,,,
"sp84","JP84","family84","order84",422943,28.375,129.4375,"nat.",,,,1,,,2,,
"sp84","JP84","family84","order84",442967,29.875,129.9375,"nat.",,,,,,1,,,
"sp84","JP84","family84","order84",453024,30.20833333,130.5625,"nat.",,,,,,,,,1
"sp84","JP84","family84","order84",453033,30.29166667,130.4375,"nat.",,,2,,1,,2,,1
"sp84","JP84","family84","order84",453034,30.29166667,130.5625,"nat.",,,,,1,,5,,12
"sp84","JP84","family84","order84",453035,30.29166667,130.6875,"nat.",,2,,,,,1,,5
"sp84","JP84","family84","order84",453044,30.375,130.5625,"nat.",,,3,,1,,,,1
"sp84","JP84","family84","order84",453053,30.45833333,130.4375,"nat.",,,,,,,,,1
"sp84","JP84","family84","order84",453057,30.45833333,130.9375,"nat.",,,,,1,,,,
"sp85","JP85","family85","order85",362324,24.20833333,123.5625,"nat.",,,,,,,2,,
"sp85","JP85","family85","order85",362336,24.29166667,123.8125,"nat.",,,,4,,,2,1,9
"sp85","JP85","family85","order85",362337,24.29166667,123.9375,"nat.",,,,4,,,,,
"sp85","JP85","family85","order85",362346,24.375,123.8125,"nat.",,,,1,,,,,
"sp85","JP85","family85","order85",362347,24.375,123.9375,"nat.",,,,6,7,,3,,37
"sp85","JP85","family85","order85",362350,24.45833333,123.0625,"nat.",,,,1,,,,,1
"sp85","JP85","family85","order85",362450,24.45833333,124.0625,"nat.",,,,,,,1,,
"sp85","JP85","family85","order85",362451,24.45833333,124.1875,"nat.",,,,6,,1,4,,2
"sp85","JP85","family85","order85",372512,24.79166667,125.3125,"nat.",,,,,,,,,4
"sp85","JP85","family85","order85",382343,25.70833333,123.4375,"nat.",,,,,,,,,4
"sp85","JP85","family85","order85",383172,25.95833333,131.3125,"nat.",,,,3,1,,1,,1
"sp85","JP85","family85","order85",392636,26.29166667,126.8125,"nat.",,,,,,,1,,1
"sp85","JP85","family85","order85",392646,26.375,126.8125,"nat.",,,,,,,1,,2
"sp85","JP85","family85","order85",392715,26.125,127.6875,"nat.",,,,,,,1,1,1
"sp85","JP85","family85","order85",392716,26.125,127.8125,"nat.",,,,2,3,,,,
"sp85","JP85","family85","order85",392721,26.20833333,127.1875,"nat.",,,,1,,,,,
"sp85","JP85","family85","order85",392725,26.20833333,127.6875,"nat.",,,,1,3,1,,,1
"sp85","JP85","family85","order85",392726,26.20833333,127.8125,"nat.",,,4,1,5,2,,,4
"sp85","JP85","family85","order85",392735,26.29166667,127.6875,"nat.",,,,,3,,,,
"sp85","JP85","family85","order85",392736,26.29166667,127.8125,"nat.",,1,,3,2,,11,,5
"sp85","JP85","family85","order85",392745,26.375,127.6875,"nat.",,,,,1,,1,,1
"sp85","JP85","family85","order85",392746,26.375,127.8125,"nat.",,,,3,1,4,1,,3
"sp85","JP85","family85","order85",392756,26.45833333,127.8125,"nat.",,,,,,2,,,3
"sp85","JP85","family85","order85",392757,26.45833333,127.9375,"nat.",,,,,,1,,,1
"sp85","JP85","family85","order85",392767,26.54166667,127.9375,"nat.",,,,1,,,,,
"sp85","JP85","family85","order85",392777,26.625,127.9375,"nat.",,,1,1,,,14,,18
"sp85","JP85","family85","order85",392860,26.54166667,128.0625,"nat.",,,,,,,1,,
"sp85","JP85","family85","order85",392870,26.625,128.0625,"nat.",,,,,,,1,1,
"sp85","JP85","family85","order85",392871,26.625,128.1875,"nat.",,,,2,,4,3,,1
"sp85","JP85","family85","order85",402706,26.70833333,127.8125,"nat.",,,,,,,1,,
"sp85","JP85","family85","order85",402707,26.70833333,127.9375,"nat.",,,,1,,,2,,4
"sp85","JP85","family85","order85",402800,26.70833333,128.0625,"nat.",,,,,1,,2,,1
"sp85","JP85","family85","order85",402801,26.70833333,128.1875,"nat.",,,,32,31,1,25,,17
"sp85","JP85","family85","order85",402802,26.70833333,128.3125,"nat.",,,1,8,,,3,1,3
"sp85","JP85","family85","order85",402811,26.79166667,128.1875,"nat.",,,1,4,,,3,,1
"sp85","JP85","family85","order85",402812,26.79166667,128.3125,"nat.",,,1,1,2,,4,,1
"sp85","JP85","family85","order85",402822,26.875,128.3125,"nat.",,,1,,1,,1,,9
"sp85","JP85","family85","order85",412804,27.375,128.5625,"nat.",,,10,1,1,,3,,5
"sp85","JP85","family85","order85",412847,27.70833333,128.9375,"nat.",,,,2,1,,1,,1
"sp85","JP85","family85","order85",412857,27.79166667,128.9375,"nat.",,,3,2,,,7,,7
"sp85","JP85","family85","order85",412867,27.875,128.9375,"nat.",,,,,,,6,,1
"sp85","JP85","family85","order85",412950,27.79166667,129.0625,"nat.",,,1,,,,,,
"sp85","JP85","family85","order85",422901,28.04166667,129.1875,"nat.",,,,1,,,,,
"sp85","JP85","family85","order85",422921,28.20833333,129.1875,"nat.",,,,,1,,,,
"sp85","JP85","family85","order85",422922,28.20833333,129.3125,"nat.",,,,1,,1,2,,
"sp85","JP85","family85","order85",422923,28.20833333,129.4375,"nat.",,,1,,,,3,,
"sp85","JP85","family85","order85",422932,28.29166667,129.3125,"nat.",,,1,,,,6,,
"sp85","JP85","family85","order85",422933,28.29166667,129.4375,"nat.",,,,10,,,1,,
"sp85","JP85","family85","order85",422942,28.375,129.3125,"nat.",,,,1,,,,,
"sp85","JP85","family85","order85",422943,28.375,129.4375,"nat.",,,2,23,,,3,,3
"sp85","JP85","family85","order85",422944,28.375,129.5625,"nat.",,,,4,,,2,,
"sp85","JP85","family85","order85",422954,28.45833333,129.5625,"nat.",,,,,,,1,,
"sp85","JP85","family85","order85",422955,28.45833333,129.6875,"nat.",,,,,,,1,,
"sp85","JP85","family85","order85",432817,28.79166667,128.9375,"nat.",,,,,,,,,1
"sp86","JP86","family86","order86",473004,31.375,130.5625,"nat.",,,,,1,,,,1
"sp87","JP87","family87","order87",383151,25.79166667,131.1875,"nat.",,,,,,,,,1
"sp87","JP87","family87","order87",392756,26.45833333,127.8125,"nat.",,,1,,,,,,
"sp87","JP87","family87","order87",392757,26.45833333,127.9375,"nat.",,,,,,,,,3
"sp87","JP87","family87","order87",392767,26.54166667,127.9375,"nat.",,,,1,,,,,1
"sp87","JP87","family87","order87",392777,26.625,127.9375,"nat.",,,,,1,,,,2
"sp87","JP87","family87","order87",392860,26.54166667,128.0625,"nat.",,,,,1,2,3,,2
"sp87","JP87","family87","order87",392861,26.54166667,128.1875,"nat.",,,,,,,,,1
"sp87","JP87","family87","order87",392870,26.625,128.0625,"nat.",,,,,,1,4,1,1
"sp87","JP87","family87","order87",392871,26.625,128.1875,"nat.",,,,,,,2,,1
"sp87","JP87","family87","order87",402801,26.70833333,128.1875,"nat.",,,,2,4,,5,,16
"sp87","JP87","family87","order87",402802,26.70833333,128.3125,"nat.",,,,,,,2,,
"sp87","JP87","family87","order87",402811,26.79166667,128.1875,"nat.",,,,2,1,,4,,5
"sp87","JP87","family87","order87",402812,26.79166667,128.3125,"nat.",,,1,,,2,7,,11
"sp88","JP88","family88","order88",473075,31.95833333,130.6875,"nat.",,,,1,,,,,
"sp88","JP88","family88","order88",473132,31.625,131.3125,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",483131,32.29166667,131.1875,"nat.",,,,,,,,,2
"sp88","JP88","family88","order88",483175,32.625,131.6875,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",493057,33.125,130.9375,"nat.",,,,,,,3,,
"sp88","JP88","family88","order88",493112,32.79166667,131.3125,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",493123,32.875,131.4375,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",493163,33.20833333,131.4375,"nat.",,,,1,,,,,
"sp88","JP88","family88","order88",493165,33.20833333,131.6875,"nat.",,,,1,,,,,
"sp88","JP88","family88","order88",493237,32.95833333,132.9375,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",503017,33.45833333,130.9375,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",503110,33.45833333,131.0625,"nat.",,,,1,,,,,
"sp88","JP88","family88","order88",503237,33.625,132.9375,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",503247,33.70833333,132.9375,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",503266,33.875,132.8125,"nat.",,,,,,1,,,
"sp88","JP88","family88","order88",503322,33.54166667,133.3125,"nat.",,,,,2,,,,
"sp88","JP88","family88","order88",503327,33.54166667,133.9375,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",503331,33.625,133.1875,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",503341,33.70833333,133.1875,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",503342,33.70833333,133.3125,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",503344,33.70833333,133.5625,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",503345,33.70833333,133.6875,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",503352,33.79166667,133.3125,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",503374,33.95833333,133.5625,"nat.",,,,,,,2,,
"sp88","JP88","family88","order88",503535,33.625,135.6875,"nat.",,1,,,,,,,
"sp88","JP88","family88","order88",503551,33.79166667,135.1875,"nat.",,,,1,,,,,
"sp88","JP88","family88","order88",513366,34.54166667,133.8125,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",513367,34.54166667,133.9375,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",513375,34.625,133.6875,"nat.",,,,,,,,1,
"sp88","JP88","family88","order88",513376,34.625,133.8125,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",513524,34.20833333,135.5625,"nat.",,,,1,,,,,
"sp88","JP88","family88","order88",513534,34.29166667,135.5625,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",523305,34.70833333,133.6875,"nat.",,,,,1,,1,,1
"sp88","JP88","family88","order88",523307,34.70833333,133.9375,"nat.",,,,,1,2,2,,
"sp88","JP88","family88","order88",523315,34.79166667,133.6875,"nat.",,,,,,,1,,1
"sp88","JP88","family88","order88",523324,34.875,133.5625,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",523364,35.20833333,133.5625,"nat.",,,,,,1,,,
"sp88","JP88","family88","order88",523400,34.70833333,134.0625,"nat.",,,,,,,3,,
"sp88","JP88","family88","order88",523401,34.70833333,134.1875,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",523411,34.79166667,134.1875,"nat.",,,,,1,,,,1
"sp88","JP88","family88","order88",523516,34.79166667,135.8125,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",523525,34.875,135.6875,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",523557,35.125,135.9375,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",523617,34.79166667,136.9375,"nat.",,,,,,1,,,
"sp88","JP88","family88","order88",523665,35.20833333,136.6875,"nat.",,,,,,1,,,
"sp88","JP88","family88","order88",523675,35.29166667,136.6875,"nat.",,,,,,2,,,
"sp88","JP88","family88","order88",523677,35.29166667,136.9375,"nat.",,,,1,,,,,
"sp88","JP88","family88","order88",523711,34.79166667,137.1875,"nat.",,,,1,,,,,
"sp88","JP88","family88","order88",523731,34.95833333,137.1875,"nat.",,,,,2,,,,
"sp88","JP88","family88","order88",523734,34.95833333,137.5625,"nat.",,,,1,,,,,
"sp88","JP88","family88","order88",523741,35.04166667,137.1875,"nat.",,,,,1,1,,,
"sp88","JP88","family88","order88",523751,35.125,137.1875,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",523752,35.125,137.3125,"nat.",,,,2,,,,,
"sp88","JP88","family88","order88",523753,35.125,137.4375,"nat.",,,1,,,,,,
"sp88","JP88","family88","order88",523761,35.20833333,137.1875,"nat.",,,,1,1,,,,1
"sp88","JP88","family88","order88",523763,35.20833333,137.4375,"nat.",,,,,,1,,,
"sp88","JP88","family88","order88",523764,35.20833333,137.5625,"nat.",,,,1,3,,,,1
"sp88","JP88","family88","order88",523766,35.20833333,137.8125,"nat.",,,,,,10,,,
"sp88","JP88","family88","order88",523770,35.29166667,137.0625,"nat.",1,,,,,,,,
"sp88","JP88","family88","order88",523771,35.29166667,137.1875,"nat.",,,,,,1,,,
"sp88","JP88","family88","order88",523773,35.29166667,137.4375,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",523774,35.29166667,137.5625,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",523775,35.29166667,137.6875,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",523776,35.29166667,137.8125,"nat.",,,,,1,,2,,1
"sp88","JP88","family88","order88",523777,35.29166667,137.9375,"nat.",,,,,,,,,2
"sp88","JP88","family88","order88",523833,34.95833333,138.4375,"nat.",,1,,,,1,3,,
"sp88","JP88","family88","order88",523842,35.04166667,138.3125,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",523843,35.04166667,138.4375,"nat.",,,,,,,3,,
"sp88","JP88","family88","order88",523852,35.125,138.3125,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",523865,35.20833333,138.6875,"nat.",,1,,,,,,,
"sp88","JP88","family88","order88",523950,35.125,139.0625,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",523960,35.20833333,139.0625,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",523965,35.20833333,139.6875,"nat.",,,1,,,,,,1
"sp88","JP88","family88","order88",523970,35.29166667,139.0625,"nat.",,,,,,1,,,1
"sp88","JP88","family88","order88",523971,35.29166667,139.1875,"nat.",,2,1,,,2,,1,1
"sp88","JP88","family88","order88",523972,35.29166667,139.3125,"nat.",,,,,,1,,,
"sp88","JP88","family88","order88",523974,35.29166667,139.5625,"nat.",,,,,,,,,2
"sp88","JP88","family88","order88",523975,35.29166667,139.6875,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",533606,35.375,136.8125,"nat.",,,,,,,,1,
"sp88","JP88","family88","order88",533607,35.375,136.9375,"nat.",,,,,,,,1,
"sp88","JP88","family88","order88",533617,35.45833333,136.9375,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",533627,35.54166667,136.9375,"nat.",,,,1,,,,,1
"sp88","JP88","family88","order88",533633,35.625,136.4375,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",533637,35.625,136.9375,"nat.",,,,1,,,,,
"sp88","JP88","family88","order88",533646,35.70833333,136.8125,"nat.",,,,1,,,,,
"sp88","JP88","family88","order88",533656,35.79166667,136.8125,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",533665,35.875,136.6875,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",533666,35.875,136.8125,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",533672,35.95833333,136.3125,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",533675,35.95833333,136.6875,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",533676,35.95833333,136.8125,"nat.",,,,,2,,,,
"sp88","JP88","family88","order88",533705,35.375,137.6875,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",533706,35.375,137.8125,"nat.",1,,,,2,,,,
"sp88","JP88","family88","order88",533712,35.45833333,137.3125,"nat.",,,,,,,,1,
"sp88","JP88","family88","order88",533715,35.45833333,137.6875,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",533716,35.45833333,137.8125,"nat.",,,,,,,2,,
"sp88","JP88","family88","order88",533717,35.45833333,137.9375,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",533723,35.54166667,137.4375,"nat.",,,,,2,,,,
"sp88","JP88","family88","order88",533727,35.54166667,137.9375,"nat.",,,,,1,,6,,1
"sp88","JP88","family88","order88",533737,35.625,137.9375,"nat.",,,,,,1,2,,
"sp88","JP88","family88","order88",533743,35.70833333,137.4375,"nat.",,,,1,1,,,,1
"sp88","JP88","family88","order88",533751,35.79166667,137.1875,"nat.",,,,,,1,,,1
"sp88","JP88","family88","order88",533753,35.79166667,137.4375,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",533756,35.79166667,137.8125,"nat.",,,,,,,,,2
"sp88","JP88","family88","order88",533757,35.79166667,137.9375,"nat.",,,,,1,1,2,,2
"sp88","JP88","family88","order88",533765,35.875,137.6875,"nat.",,,,,3,,,,
"sp88","JP88","family88","order88",533767,35.875,137.9375,"nat.",,,,,2,,,,
"sp88","JP88","family88","order88",533773,35.95833333,137.4375,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",533776,35.95833333,137.8125,"nat.",,,,1,,,,2,
"sp88","JP88","family88","order88",533807,35.375,138.9375,"nat.",,,,,2,,,,1
"sp88","JP88","family88","order88",533810,35.45833333,138.0625,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",533811,35.45833333,138.1875,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",533820,35.54166667,138.0625,"nat.",,4,1,1,7,,,,2
"sp88","JP88","family88","order88",533821,35.54166667,138.1875,"nat.",,,,,,,,,2
"sp88","JP88","family88","order88",533830,35.625,138.0625,"nat.",,1,,,,,,,
"sp88","JP88","family88","order88",533831,35.625,138.1875,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",533834,35.625,138.5625,"nat.",,,,,,,2,,
"sp88","JP88","family88","order88",533837,35.625,138.9375,"nat.",,1,,,,,,,
"sp88","JP88","family88","order88",533840,35.70833333,138.0625,"nat.",,,,1,,,,,
"sp88","JP88","family88","order88",533845,35.70833333,138.6875,"nat.",,,,,,,1,,
"sp88","JP88","family88","order88",533860,35.875,138.0625,"nat.",,,,,1,,,,
"sp88","JP88","family88","order88",533901,35.375,139.1875,"nat.",,,,,2,2,,,1
"sp88","JP88","family88","order88",533902,35.375,139.3125,"nat.",,,,,,,,,1
"sp88","JP88","family88","order88",533903,35.375,139.4375,"nat.",,,,,2,1,1,,
"sp88","JP88","family88","order88",533904,35.375,139.5625,"nat.",,,,,1,,,,1
"sp88","JP88","family88","order88",533911,35.45833333,139.1875,"nat.",,,,,,2,,,
"sp88","JP88","family88","order88",533912,35.45833333,139.3125,"nat.",,,1,,1,1,,,1
"sp88","JP88","family88","order88",533913,35.45833333,139.4375,"nat.",,,,,4,3,,,1
